problem,n_obj,algorithm,igd_med,igd_std,hv_med,hv_std,runs
dtlz2,3,MOEAD,0.04961971644484747,0.0005399391355913294,7.408638998325204,0.004552650848081421,3
dtlz2,3,NSGA2,0.07437338379680955,0.0017571235740056344,7.349084013049,0.02117329182871068,3
zdt1,2,MOEAD,0.015701744370653168,0.002733772703566502,1.0723698563274406,0.005949628669784044,3
zdt1,2,NSGA2,0.01721551762878988,0.0002988908660474949,1.074773994417073,0.0007655243223766863,3
zdt3,2,MOEAD,0.06857253294144858,0.02189289129751387,1.5013761571002204,0.05831516490342594,3
zdt3,2,NSGA2,0.013621469153501995,0.0012387156875716412,1.5949956574216597,0.0044179065591971045,3
